Parti,Nama Calon,Undi,Majoriti,Tahun,Negeri,Kawasan DUN,Kod Parlimen,Keputusan,Jumlah Undi,Bahagian Undi(%),Jumlah Layak Mengundi,Pengundi Melayu(%),Pengundi Cina(%),Pengundi India(%),Pengundi Lain-Lain(%),Pengundi Melayu Islam Bumiputera(%),Pengundi Melayu Bukan Islam Bumiputera(%),Pengundi Sabah Bumiputera(%)
UMNO,WAN ABDUL HAKIM BIN WAN MOKHTAR,13523,3633,2013,TERENGGANU,AIR PUTIH,040-032,MENANG,23413,57.75851023,26715,85,14,1,0,0,0,0
PAS,AB RAZAK BIN IBRAHIM,9890,0,2013,TERENGGANU,AIR PUTIH,040-032,KALAH,23413,42.24148977,26715,85,14,1,0,0,0,0
UMNO,MOHD ZAIN BIN AHMAD,8350,1662,2013,PENANG,PENAGA,041-001,MENANG,15038,55.5260008,16681,91,9,0,0,0,0,0
PAS,ROSIDI BIN HUSSAIN,6688,0,2013,PENANG,PENAGA,041-001,KALAH,15038,44.4739992,16681,91,9,0,0,0,0,0
UMNO,SHARIFUL AZHAR BIN OTHMAN,7939,1642,2013,PENANG,BERTAM,041-002,MENANG,14236,55.7670694,16221,66,25,9,0,0,0,0
PKR,SYED MIKAEL RIZAL AIDID,6297,0,2013,PENANG,BERTAM,041-002,KALAH,14236,44.2329306,16221,66,25,9,0,0,0,0
UMNO,ROSLAN BIN SAIDIN,9155,1587,2013,PENANG,PINANG TUNGGAL,041-003,MENANG,16723,54.74496203,18733,73,23,4,0,0,0,0
PKR,AHMAD ZAKIYUDDIN BIN ABD RAHMAN,7568,0,2013,PENANG,PINANG TUNGGAL,041-003,KALAH,16723,45.25503797,18733,73,23,4,0,0,0,0
UMNO,OMAR BIN HAJI ABD HAMID,8913,1621,2013,PENANG,PERMATANG BERANGAN,042-004,MENANG,16205,55.00154273,18336,83,8,9,0,0,0,0
PAS,ARSHAD BIN MD SALLEH,7292,0,2013,PENANG,PERMATANG BERANGAN,042-004,KALAH,16205,44.99845727,18336,83,8,9,0,0,0,0
UMNO,MUHAMAD YUSOFF BIN MOHD NOOR,7951,357,2013,PENANG,SUNGAI DUA,042-005,MENANG,15889,50.0409088,17871,84,14,2,0,0,0,0
PAS,ZAHADI BIN HJ MOHD,7594,0,2013,PENANG,SUNGAI DUA,042-005,KALAH,15889,47.79407137,17871,84,14,2,0,0,0,0
IND,MOHD SHARIFF BIN OMAR,344,0,2013,PENANG,SUNGAI DUA,042-005,KALAH,15889,2.165019825,17871,84,14,2,0,0,0,0
UMNO,JAHARA BINTI HAMID,8040,840,2013,PENANG,TELOK AYER TAWAR,042-006,MENANG,15240,52.75590551,17835,67,22,10,1,0,0,0
PKR,NORHAYATI BINTI JAAFAR,7200,0,2013,PENANG,TELOK AYER TAWAR,042-006,KALAH,15240,47.24409449,17835,67,22,10,1,0,0,0
DAP,PHEE BOON POH,19381,16207,2013,PENANG,SUNGAI PUYU,043-007,MENANG,22555,85.92773221,25282,7,85,7,0,0,0,0
MCA,SUM YOO KEONG,3174,0,2013,PENANG,SUNGAI PUYU,043-007,KALAH,22555,14.07226779,25282,7,85,7,0,0,0,0
DAP,LIM HOCK SENG,16416,11855,2013,PENANG,BAGAN JERMAL,043-008,MENANG,21092,77.83045705,24608,17,68,15,0,0,0,0
MCA,TAN CHUAN HONG,4561,0,2013,PENANG,BAGAN JERMAL,043-008,KALAH,21092,21.62431254,24608,17,68,15,0,0,0,0
PCM,LIM KIM CHU,115,0,2013,PENANG,BAGAN JERMAL,043-008,KALAH,21092,0.545230419,24608,17,68,15,0,0,0,0
DAP,TANASEKHARAN A/L AUTHERAPADY,10253,5161,2013,PENANG,BAGAN DALAM,043-009,MENANG,15446,66.37964522,18613,25,51,24,1,0,0,0
MIC,KARUPPANAN A/L M MALAIRAJA,5092,0,2013,PENANG,BAGAN DALAM,043-009,KALAH,15446,32.96646381,18613,25,51,24,1,0,0,0
PCM,LIM SEANG TEIK,76,0,2013,PENANG,BAGAN DALAM,043-009,KALAH,15446,0.492036773,18613,25,51,24,1,0,0,0
IND,ASOGHAN A/L GOVINDARAJU,25,0,2013,PENANG,BAGAN DALAM,043-009,KALAH,15446,0.161854202,18613,25,51,24,1,0,0,0
PKR,AFIF BIN BAHARDIN,14148,2459,2013,PENANG,SEBERANG JAYA,044-010,MENANG,26088,54.23183073,29964,64,23,12,1,0,0,0
UMNO,MOHAMMAD NASIR BIN ABDULLAH,11689,0,2013,PENANG,SEBERANG JAYA,044-010,KALAH,26088,44.80604109,29964,64,23,12,1,0,0,0
IND,SHAMSUT TABREJ BIN GM ISMAIL MARICAR,251,0,2013,PENANG,SEBERANG JAYA,044-010,KALAH,26088,0.962128182,29964,64,23,12,1,0,0,0
PAS,MOHD SALLEH BIN MAN,13479,6826,2013,PENANG,PERMATANG PASIR,044-011,MENANG,20132,66.95310948,22905,73,25,2,0,0,0,0
UMNO,ANUAR FAISAL BIN YAHAYA,6653,0,2013,PENANG,PERMATANG PASIR,044-011,KALAH,20132,33.04689052,22905,73,25,2,0,0,0,0
PKR,NORLELA BINTI ARIFFIN,9387,2339,2013,PENANG,PENANTI,044-012,MENANG,16435,57.11591117,18830,76,22,2,1,0,0,0
UMNO,IBRAHIM BIN AHMAD,7048,0,2013,PENANG,PENANTI,044-012,KALAH,16435,42.88408883,18830,76,22,2,1,0,0,0
DAP,ONG KOK FOOI,16995,14765,2013,PENANG,BERAPIT,045-013,MENANG,19225,88.40052016,22394,4,86,10,0,0,0,0
MCA,LAU CHIEK TUAN,2230,0,2013,PENANG,BERAPIT,045-013,KALAH,19225,11.59947984,22394,4,86,10,0,0,0,0
PKR,LEE KHAI LOON,19080,11900,2013,PENANG,MACHANG BUBOK,045-014,MENANG,26995,70.67975551,30771,37,52,11,0,0,0,0
GERAKAN,TAN LOK HEAH,7180,0,2013,PENANG,MACHANG BUBOK,045-014,KALAH,26995,26.59751806,30771,37,52,11,0,0,0,0
IND,WAN BALKIS BIN WAN ABDULLAH,252,0,2013,PENANG,MACHANG BUBOK,045-014,KALAH,26995,0.933506205,30771,37,52,11,0,0,0,0
IND,TAN HOCK LEONG,172,0,2013,PENANG,MACHANG BUBOK,045-014,KALAH,26995,0.637155029,30771,37,52,11,0,0,0,0
KITA,VIKNESWARAN A/L MUNIANDY,159,0,2013,PENANG,MACHANG BUBOK,045-014,KALAH,26995,0.588997963,30771,37,52,11,0,0,0,0
IND,OOI SUAN HOE,152,0,2013,PENANG,MACHANG BUBOK,045-014,KALAH,26995,0.563067235,30771,37,52,11,0,0,0,0
DAP,CHONG ENG,18657,14930,2013,PENANG,PADANG LALANG,045-015,MENANG,22384,83.34971408,25831,11,82,7,0,0,0,0
MCA,TAN TEIK CHENG,3727,0,2013,PENANG,PADANG LALANG,045-015,KALAH,22384,16.65028592,25831,11,82,7,0,0,0,0
DAP,PRAMASAMY A/L PALANISAMY,10549,7959,2013,PENANG,PERAI,046-016,MENANG,13323,79.17886362,16058,11,52,36,1,0,0,0
MIC,KRISHNAN A/L LETCHUMANAN,2590,0,2013,PENANG,PERAI,046-016,KALAH,13323,19.44006605,16058,11,52,36,1,0,0,0
IND,MUHAMMAD RIDHWAN BIN SULAIMAN,184,0,2013,PENANG,PERAI,046-016,KALAH,13323,1.38107033,16058,11,52,36,1,0,0,0
PKR,ONG CHIN WEN,10730,5190,2013,PENANG,BUKIT TENGAH,046-017,MENANG,16452,65.22003404,18928,36,46,18,0,0,0,0
GERAKAN,TENG CHANG YEOW,5540,0,2013,PENANG,BUKIT TENGAH,046-017,KALAH,16452,33.67371748,18928,36,46,18,0,0,0,0
IND,MOHAN A/L APPAROO,182,0,2013,PENANG,BUKIT TENGAH,046-017,KALAH,16452,1.10624848,18928,36,46,18,0,0,0,0
PKR,LAW CHOO KIANG,15217,11020,2013,PENANG,BUKIT TAMBUN,046-018,MENANG,19647,77.4520283,22514,14,67,19,0,0,0,0
GERAKAN,LAI CHEW HOCK,4197,0,2013,PENANG,BUKIT TAMBUN,046-018,KALAH,19647,21.36204001,22514,14,67,19,0,0,0,0
IND,A'ZISS BIN ZAINAL ABIDDIN,142,0,2013,PENANG,BUKIT TAMBUN,046-018,KALAH,19647,0.722756655,22514,14,67,19,0,0,0,0
IND,LOGANATHAN A/L AYYAYU,91,0,2013,PENANG,BUKIT TAMBUN,046-018,KALAH,19647,0.463175039,22514,14,67,19,0,0,0,0
DAP,SOON LIP CHEE,15219,9076,2013,PENANG,JAWI,047-019,MENANG,21362,71.24332928,24735,23,54,24,0,0,0,0
MCA,TAN CHENG LIANG,6143,0,2013,PENANG,JAWI,047-019,KALAH,21362,28.75667072,24735,23,54,24,0,0,0,0
PKR,MAKTAR BIN HJ SHAPEE,9258,1805,2013,PENANG,SUNGAI BAKAP,047-020,MENANG,16711,55.40063431,19051,57,25,18,0,0,0,0
UMNO,MOHD FOAD BIN HJ MAT ISA,7453,0,2013,PENANG,SUNGAI BAKAP,047-020,KALAH,16711,44.59936569,19051,57,25,18,0,0,0,0
UMNO,MAHMUD BIN ZAKARIA,6891,808,2013,PENANG,SUNGAI ACHEH,047-021,MENANG,13664,50.43179157,15559,66,26,8,0,0,0,0
PKR,BADRUL HISHAM BIN SHAHARIN,6083,0,2013,PENANG,SUNGAI ACHEH,047-021,KALAH,13664,44.51844262,15559,66,26,8,0,0,0,0
PAS,MOHD YUSNI BIN MAT PIAH,690,0,2013,PENANG,SUNGAI ACHEH,047-021,KALAH,13664,5.049765808,15559,66,26,8,0,0,0,0
DAP,TEH YEE CHEU,11033,5515,2013,PENANG,TANJUNG BUNGAH,048-022,MENANG,16584,66.52797877,20068,25,61,12,2,0,0,0
GERAKAN,CHIA KWANG CHYE,5518,0,2013,PENANG,TANJUNG BUNGAH,048-022,KALAH,16584,33.27303425,20068,25,61,12,2,0,0,0
IND,MAR SEONG LENG @ BEH SEONG LENG,33,0,2013,PENANG,TANJUNG BUNGAH,048-022,KALAH,16584,0.198986975,20068,25,61,12,2,0,0,0
DAP,LIM GUAN ENG,9626,7744,2013,PENANG,AIR PUTIH,048-023,MENANG,11508,83.64615919,13803,9,83,8,1,0,0,0
MCA,TAN KEN KEONG,1882,0,2013,PENANG,AIR PUTIH,048-023,KALAH,11508,16.35384081,13803,9,83,8,1,0,0,0
PKR,CHEAH KAH PENG,12366,9030,2013,PENANG,KEBUN BUNGA,048-024,MENANG,15861,77.96481937,19278,7,77,15,1,0,0,0
GERAKAN,HNG CHEE WEY,3336,0,2013,PENANG,KEBUN BUNGA,048-024,KALAH,15861,21.03272177,19278,7,77,15,1,0,0,0
IND,JAYARAMAN A/L K KUNCHU KANNU,159,0,2013,PENANG,KEBUN BUNGA,048-024,KALAH,15861,1.002458861,19278,7,77,15,1,0,0,0
DAP,YAP SOO HUEY,11256,8220,2013,PENANG,PULAU TIKUS,048-025,MENANG,14292,78.75734677,17936,12,78,8,2,0,0,0
GERAKAN,ROWENA YAM,3036,0,2013,PENANG,PULAU TIKUS,048-025,KALAH,14292,21.24265323,17936,12,78,8,2,0,0,0
DAP,CHOW KON YEOW,9563,7196,2013,PENANG,PADANG KOTA,049-026,MENANG,11930,80.15926236,15375,6,78,16,1,0,0,0
GERAKAN,OH TONG KEONG,2367,0,2013,PENANG,PADANG KOTA,049-026,KALAH,11930,19.84073764,15375,6,78,16,1,0,0,0
DAP,LAU KENG EE,15403,13600,2013,PENANG,PENGKALAN KOTA,049-027,MENANG,17206,89.52109729,19980,1,94,5,0,0,0,0
MCA,LOKE CHEANG GIN @ LOKE POH CHYE,1803,0,2013,PENANG,PENGKALAN KOTA,049-027,KALAH,17206,10.47890271,19980,1,94,5,0,0,0,0
DAP,TEH LAI HENG,10669,8114,2013,PENANG,KOMTAR,049-028,MENANG,13249,80.52683221,16132,9,83,8,1,0,0,0
MCA,LOH CHYE TEIK,2555,0,2013,PENANG,KOMTAR,049-028,KALAH,13249,19.2844743,16132,9,83,8,1,0,0,0
PCM,LIEW YEOW HOOI,25,0,2013,PENANG,KOMTAR,049-028,KALAH,13249,0.188693486,16132,9,83,8,1,0,0,0
DAP,JAGDEEP SINGH DEO A/L KARPAL SINGH,11720,5020,2013,PENANG,DATOK KERAMAT,050-029,MENANG,18420,63.62649294,21900,29,57,14,1,0,0,0
GERAKAN,ONG THEAN LYE,6700,0,2013,PENANG,DATOK KERAMAT,050-029,KALAH,18420,36.37350706,21900,29,57,14,1,0,0,0
DAP,LIM SIEW KHIM,12354,4707,2013,PENANG,SUNGAI PINANG,050-030,MENANG,20142,61.33452487,23501,31,54,14,0,0,0,0
GERAKAN,THOR TEONG GEE,7647,0,2013,PENANG,SUNGAI PINANG,050-030,KALAH,20142,37.96544534,23501,31,54,14,0,0,0,0
IND,MOHAMED YACOOB BIN MOHAMED NOOR,141,0,2013,PENANG,SUNGAI PINANG,050-030,KALAH,20142,0.700029789,23501,31,54,14,0,0,0,0
DAP,LAW HENG KIANG,18760,15364,2013,PENANG,BATU LANCANG,050-031,MENANG,22156,84.67232352,25846,7,86,6,1,0,0,0
GERAKAN,LEE BOON TEN,3396,0,2013,PENANG,BATU LANCANG,050-031,KALAH,22156,15.32767648,25846,7,86,6,1,0,0,0
DAP,SANISVARA NETHAJI RAYER A/L RAJAJI,14478,9277,2013,PENANG,SERI DELIMA,051-032,MENANG,19679,73.57081152,23841,23,66,11,1,0,0,0
MCA,LOW JOO HIAP,5201,0,2013,PENANG,SERI DELIMA,051-032,KALAH,19679,26.42918848,23841,23,66,11,1,0,0,0
DAP,WONG HON WAI,11367,7434,2013,PENANG,AIR ITAM,051-033,MENANG,15300,74.29411765,18407,21,69,9,1,0,0,0
GERAKAN,LOO JIEH SHENG,3933,0,2013,PENANG,AIR ITAM,051-033,KALAH,15300,25.70588235,18407,21,69,9,1,0,0,0
DAP,YEOH SOON HIN,30295,25719,2013,PENANG,PAYA TERUBONG,051-034,MENANG,34871,86.87734794,39649,6,82,11,0,0,0,0
MCA,KOH WAN LEONG,4576,0,2013,PENANG,PAYA TERUBONG,051-034,KALAH,34871,13.12265206,39649,6,82,11,0,0,0,0
PKR,JAYABALAN A/L A THAMBYAPPA,17017,9857,2013,PENANG,BATU UBAN,052-035,MENANG,24429,69.65901183,28649,27,60,13,1,0,0,0
GERAKAN,GOH KHENG SNEAH,7160,0,2013,PENANG,BATU UBAN,052-035,KALAH,24429,29.30942732,28649,27,60,13,1,0,0,0
IND,MOHD NOOR SIRAJAJUDEEN BIN MOHD ABDUL KADER,186,0,2013,PENANG,BATU UBAN,052-035,KALAH,24429,0.761390151,28649,27,60,13,1,0,0,0
IND,BARATHARAJAN A/L NARAYANASAMY PILLAI,40,0,2013,PENANG,BATU UBAN,052-035,KALAH,24429,0.163739817,28649,27,60,13,1,0,0,0
IND,RAJENDRA A/L AMMASI,26,0,2013,PENANG,BATU UBAN,052-035,KALAH,24429,0.106430881,28649,27,60,13,1,0,0,0
PKR,MOHD RASHID BIN HASNON,11805,5354,2013,PENANG,PANTAI JEREJAK,052-036,MENANG,18256,64.66367222,21560,39,49,11,1,0,0,0
GERAKAN,WONG MUN HOE,6451,0,2013,PENANG,PANTAI JEREJAK,052-036,KALAH,18256,35.33632778,21560,39,49,11,1,0,0,0
PKR,ABDUL MALIK BIN ABDUL KASSIM,14265,3390,2013,PENANG,BATU MAUNG,052-037,MENANG,25218,56.56673804,28946,51,39,9,1,0,0,0
UMNO,MANSOR BIN MUSA,10875,0,2013,PENANG,BATU MAUNG,052-037,KALAH,25218,43.12395908,28946,51,39,9,1,0,0,0
IND,RAHMAD BIN ISAHAK,78,0,2013,PENANG,BATU MAUNG,052-037,KALAH,25218,0.309302879,28946,51,39,9,1,0,0,0
UMNO,NORDIN BIN AHMAD,9408,458,2013,PENANG,BAYAN LEPAS,053-038,MENANG,18484,50.89807401,21277,64,31,5,0,0,0,0
PAS,ASNAH BINTI HASHIM,8950,0,2013,PENANG,BAYAN LEPAS,053-038,KALAH,18484,48.42025536,21277,64,31,5,0,0,0,0
IND,VELLAUTHAM A/L ARUMUGAM,126,0,2013,PENANG,BAYAN LEPAS,053-038,KALAH,18484,0.681670634,21277,64,31,5,0,0,0,0
UMNO,MUHAMAD FARID BIN SAAD,6852,395,2013,PENANG,PULAU BETONG,053-039,MENANG,13309,51.48395822,15316,63,34,3,0,0,0,0
PKR,MOHD TUAH BIN ISMAIL,6457,0,2013,PENANG,PULAU BETONG,053-039,KALAH,13309,48.51604178,15316,63,34,3,0,0,0,0
UMNO,SHAH HAEDAN BIN AYOOB HUSSAIN SHAH,6034,801,2013,PENANG,TELOK BAHANG,053-040,MENANG,11267,53.55462856,13048,64,33,3,0,0,0,0
PKR,ABDUL HALIM BIN HUSSAIN,5233,0,2013,PENANG,TELOK BAHANG,053-040,KALAH,11267,46.44537144,13048,64,33,3,0,0,0,0
UMNO,AZNEL BIN IBRAHIM,7206,3361,2013,PERAK,PENGKALAN HULU,054-001,MENANG,11051,65.20676862,13924,73,10,6,11,0,0,0
PKR,ABDULLAH BIN MASNAN,3845,0,2013,PERAK,PENGKALAN HULU,054-001,KALAH,11051,34.79323138,13924,73,10,6,11,0,0,0
UMNO,SALBIAH BINTI MOHAMED,9331,3215,2013,PERAK,TEMEGOR,054-002,MENANG,15447,60.40655143,18801,65,20,2,13,0,0,0
PKR,MHD SUPIAN BIN NORDIN,6116,0,2013,PERAK,TEMEGOR,054-002,KALAH,15447,39.59344857,18801,65,20,2,13,0,0,0
UMNO,MOHD TARMIZI BIN IDRIS,8216,3335,2013,PERAK,KENERING,055-003,MENANG,13097,62.73192334,15830,83,12,1,4,0,0,0
PKR,MOHAMD TARMIZI BIN ABDUL HAMID,4881,0,2013,PERAK,KENERING,055-003,KALAH,13097,37.26807666,15830,83,12,1,4,0,0,0
UMNO,SAARANI BIN MOHAMAD,5893,1844,2013,PERAK,KOTA TAMPAN,055-004,MENANG,9942,59.27378797,12120,81,17,2,0,0,0,0
PKR,ZAHRUL NIZAM BIN ABDUL MAJID,4049,0,2013,PERAK,KOTA TAMPAN,055-004,KALAH,9942,40.72621203,12120,81,17,2,0,0,0,0
UMNO,MOHAMAD DAUD BIN MOHD YUSOFF,6854,619,2013,PERAK,SELAMA,056-005,MENANG,13089,52.36458095,15403,85,9,6,0,0,0,0
PAS,MOHD AKMAL BIN KAMARUDIN,6235,0,2013,PERAK,SELAMA,056-005,KALAH,13089,47.63541905,15403,85,9,6,0,0,0,0
UMNO,AHMAD HASBULLAH BIN ALIAS,5807,1085,2013,PERAK,KUBU GAJAH,056-006,MENANG,10529,55.15243613,12611,93,2,5,1,0,0,0
PAS,MOHD NAZRI BIN DIN,4722,0,2013,PERAK,KUBU GAJAH,056-006,KALAH,10529,44.84756387,12611,93,2,5,1,0,0,0
UMNO,MUHAMMAD AMIN BIN ZAKARIA,9789,3834,2013,PERAK,BATU KURAU,056-007,MENANG,15744,62.17606707,18563,90,3,7,0,0,0,0
PKR,MOHAMMAD FADZIL BIN ALIAS,5955,0,2013,PERAK,BATU KURAU,056-007,KALAH,15744,37.82393293,18563,90,3,7,0,0,0,0
PAS,ABU BAKAR BIN HAJI HUSSIAN,12839,1794,2013,PERAK,TITI SERONG,057-008,MENANG,23884,53.75565232,28107,75,17,8,0,0,0,0
UMNO,ABU BAKAR BIN MAT ALI,11045,0,2013,PERAK,TITI SERONG,057-008,KALAH,23884,46.24434768,28107,75,17,8,0,0,0,0
PKR,ABDUL YUNUS B JAMAHRI,12336,5014,2013,PERAK,KUALA KURAU,057-009,MENANG,19658,62.75307763,23315,60,39,2,0,0,0,0
UMNO,MOHD SALLEH BIN MAT DISA,7322,0,2013,PERAK,KUALA KURAU,057-009,KALAH,19658,37.24692237,23315,60,39,2,0,0,0,0
UMNO,SHAM BIN MAT SAHAT,8286,2196,2013,PERAK,ALOR PONGSU,058-010,MENANG,14481,57.21980526,17666,72,11,16,0,0,0,0
PKR,ROSLI BIN IBRAHIM,6090,0,2013,PERAK,ALOR PONGSU,058-010,KALAH,14481,42.05510669,17666,72,11,16,0,0,0,0
IND,SHAMSUL AMIR BIN RAMLY,105,0,2013,PERAK,ALOR PONGSU,058-010,KALAH,14481,0.725088046,17666,72,11,16,0,0,0,0
PAS,MOHD ZAWAWI BIN ABU HASSAN,8354,1405,2013,PERAK,GUNONG SEMANGGOL,058-011,MENANG,15374,54.33849356,18287,82,13,5,1,0,0,0
UMNO,ZULKARNAIN BIN ISMAIL,6949,0,2013,PERAK,GUNONG SEMANGGOL,058-011,KALAH,15374,45.19968778,18287,82,13,5,1,0,0,0
IND,HALIDI BIN WAHAB,71,0,2013,PERAK,GUNONG SEMANGGOL,058-011,KALAH,15374,0.461818655,18287,82,13,5,1,0,0,0
PAS,HUSIN BIN DIN,8215,809,2013,PERAK,SELINSING,058-012,MENANG,15621,52.5894629,18839,73,18,9,0,0,0,0
UMNO,SHARUDIN BIN AHMAD,7406,0,2013,PERAK,SELINSING,058-012,KALAH,15621,47.4105371,18839,73,18,9,0,0,0,0
PKR,CHUA YEE LING,10775,758,2013,PERAK,KUALA SAPETANG,059-013,MENANG,21222,50.77278296,25119,63,29,8,0,0,0,0
GERAKAN,LOH SWEE ENG,10017,0,2013,PERAK,KUALA SAPETANG,059-013,KALAH,21222,47.20101781,25119,63,29,8,0,0,0,0
BERJASA,ZAINAL ABIDIN BIN ABD RAHMAN,430,0,2013,PERAK,KUALA SAPETANG,059-013,KALAH,21222,2.026199227,25119,63,29,8,0,0,0,0
PAS,MOHAMMAD NIZAR BIN JAMALUDDIN,14495,1170,2013,PERAK,CHANGKAT JERING,059-014,MENANG,27904,51.94595757,33095,63,26,11,1,0,0,0
UMNO,ROSLI BIN HUSIN,13325,0,2013,PERAK,CHANGKAT JERING,059-014,KALAH,27904,47.75301032,33095,63,26,11,1,0,0,0
IND,ZULKEFLI BIN IBRAHIM,84,0,2013,PERAK,CHANGKAT JERING,059-014,KALAH,27904,0.30103211,33095,63,26,11,1,0,0,0
UMNO,ZABRI BIN ABD WAHID,6353,1804,2013,PERAK,TRONG,059-015,MENANG,10902,58.27371125,13043,74,17,9,0,0,0,0
PAS,NORAZLI BIN MUSA,4549,0,2013,PERAK,TRONG,059-015,KALAH,10902,41.72628875,13043,74,17,9,0,0,0,0
UMNO,MOHAMMAD ZAHIR BIN ABDUL KHALID,11784,887,2013,PERAK,KAMUNTING,060-016,MENANG,22681,51.95538116,27348,66,19,13,2,0,0,0
PAS,MOHAMAD FAKHRUDIN BIN ABDUL AZIZ,10897,0,2013,PERAK,KAMUNTING,060-016,KALAH,22681,48.04461884,27348,66,19,13,2,0,0,0
DAP,TEH KOK LIM,12780,7925,2013,PERAK,POKOK ASSAM,060-017,MENANG,17827,71.68901105,22360,16,73,11,1,0,0,0
MCA,HO CHENG WANG,4855,0,2013,PERAK,POKOK ASSAM,060-017,KALAH,17827,27.23397094,22360,16,73,11,1,0,0,0
IND,MOHD YUSOFF BIN ABDULL HAMID,192,0,2013,PERAK,POKOK ASSAM,060-017,KALAH,17827,1.077018006,22360,16,73,11,1,0,0,0
DAP,LEOW THYE YIH,14843,7330,2013,PERAK,AULONG,060-018,MENANG,22581,65.73225278,28440,26,57,15,2,0,0,0
GERAKAN,SOO KAY PING,7513,0,2013,PERAK,AULONG,060-018,KALAH,22581,33.27133431,28440,26,57,15,2,0,0,0
IND,YEW TIAN HOE,225,0,2013,PERAK,AULONG,060-018,KALAH,22581,0.996412914,28440,26,57,15,2,0,0,0
UMNO,ZAINUN BIN MAT NOOR,6457,1567,2013,PERAK,CHENDEROH,061-019,MENANG,11347,56.90490879,13617,80,15,6,0,0,0,0
PAS,MOHAMAD AZALAN BIN MOHAMAD RADZI,4890,0,2013,PERAK,CHENDEROH,061-019,KALAH,11347,43.09509121,13617,80,15,6,0,0,0,0
UMNO,SITI SALMAH BINTI MAT JUSAK,6261,53,2013,PERAK,LUBOK MERBAU,061-020,MENANG,12469,50.21252707,14901,73,18,8,0,0,0,0
PAS,MOHD ZAINUDIN BIN MOHD YUSOF,6208,0,2013,PERAK,LUBOK MERBAU,061-020,KALAH,12469,49.78747293,14901,73,18,8,0,0,0,0
UMNO,MOHD ZOLKAFLY BIN HARUN,11444,3977,2013,PERAK,LINTANG,062-021,MENANG,18911,60.51504415,23433,56,19,15,11,0,0,0
PAS,AHMAD MAZLAN BIN OTHMAN,7467,0,2013,PERAK,LINTANG,062-021,KALAH,18911,39.48495585,23433,56,19,15,11,0,0,0
DAP,LOH SZE YEE,13664,6769,2013,PERAK,JALONG,062-022,MENANG,20559,66.46237657,28163,14,56,27,3,0,0,0
UMNO,LIEW YEW AW,6895,0,2013,PERAK,JALONG,062-022,KALAH,20559,33.53762343,28163,14,56,27,3,0,0,0
UMNO,MOHAMAD ZIAD BIN MOHAMED ZAINAL ABIDIN,21511,132,2013,PERAK,MANJOI,063-023,MENANG,42890,50.15388202,51036,67,22,10,1,0,0,0
PAS,ASMUNI BIN AWI,21379,0,2013,PERAK,MANJOI,063-023,KALAH,42890,49.84611798,51036,67,22,10,1,0,0,0
UMNO,AMINUDDIN BIN MD HANAFIAH,18893,6118,2013,PERAK,HULU KINTA,063-024,MENANG,31918,59.19230528,38399,60,22,15,4,0,0,0
PKR,MATINAGARAN A/L ARUMUGAM,12775,0,2013,PERAK,HULU KINTA,063-024,KALAH,31918,40.02443762,38399,60,22,15,4,0,0,0
IND,SULAIMAN BIN ZAKARIYA,250,0,2013,PERAK,HULU KINTA,063-024,KALAH,31918,0.783257096,38399,60,22,15,4,0,0,0
DAP,WONG KAH WOH,21068,14444,2013,PERAK,CANNING,064-025,MENANG,27692,76.07973422,35181,14,76,8,3,0,0,0
GERAKAN,CEYLYN TAY WEI LUNG,6624,0,2013,PERAK,CANNING,064-025,KALAH,27692,23.92026578,35181,14,76,8,3,0,0,0
DAP,ONG BOON PIOW,10131,5887,2013,PERAK,TEBING TINGGI,064-026,MENANG,14375,70.47652174,19006,21,73,6,0,0,0,0
MCA,KHOO BOON CHUAN,4244,0,2013,PERAK,TEBING TINGGI,064-026,KALAH,14375,29.52347826,19006,21,73,6,0,0,0,0
DAP,LEE CHUAN HOW,17896,13632,2013,PERAK,PASIR PINJI,064-027,MENANG,22160,80.75812274,27631,10,88,2,0,0,0,0
MCA,THONG FAH CHONG,4264,0,2013,PERAK,PASIR PINJI,064-027,KALAH,22160,19.24187726,27631,10,88,2,0,0,0,0
DAP,CHEONG CHEE KHING,20362,13916,2013,PERAK,BERCHAM,065-028,MENANG,26901,75.69235344,32816,12,76,11,1,0,0,0
MCA,LIM HUEY SHAN,6446,0,2013,PERAK,BERCHAM,065-028,KALAH,26901,23.9619345,32816,12,76,11,1,0,0,0
IND,KALIMUTHU A/L RANGGAYAH,93,0,2013,PERAK,BERCHAM,065-028,KALAH,26901,0.345712055,32816,12,76,11,1,0,0,0
DAP,NGA KOR MING,10948,4604,2013,PERAK,KEPAYANG,065-029,MENANG,17292,63.31251446,22098,24,61,14,2,0,0,0
MCA,CHANG KOK AUN,6344,0,2013,PERAK,KEPAYANG,065-029,KALAH,17292,36.68748554,22098,24,61,14,2,0,0,0
DAP,SIVASUBRAMANIAM A/L ATHINARAYANAN,13062,8629,2013,PERAK,BUNTONG,065-030,MENANG,17883,73.041436,22847,6,44,48,2,0,0,0
MIC,SIVARAJ A/L CHANDRAN,4433,0,2013,PERAK,BUNTONG,065-030,KALAH,17883,24.78890566,22847,6,44,48,2,0,0,0
IND,IRUTHIYAM SEBASTIAR A/L ANTHONISAMY,261,0,2013,PERAK,BUNTONG,065-030,KALAH,17883,1.459486663,22847,6,44,48,2,0,0,0
IND,MOHD BASRI BIN SHAFIE,127,0,2013,PERAK,BUNTONG,065-030,KALAH,17883,0.710171671,22847,6,44,48,2,0,0,0
